dataproduct_type,calib_level,obs_collection,obs_id,target_name,s_ra,s_dec,t_min,t_max,t_exptime,wavelength_region,filters,em_min,em_max,target_classification,obs_title,t_obs_release,instrument_name,proposal_pi,proposal_id,proposal_type,project,sequence_number,provenance_name,s_region,jpegURL,dataURL,dataRights,mtFlag,srcDen,intentType,obsid,objID
cube,3,JWST,jw02151-c1007_t006_miri_ch1-shortmediumlong,SER-EMB-7,395.6860609,22.51411196,72596.88619,69437.60505,9373.575892,INFRARED,CH1,4931.408684,7727.347703,ISM; Protostars,Blazing the trail of COMs from ice to gas,60437.98892,MIRI/IFU,"Yang, Yao-Lun",2151,GO,JWST,-999,CALJWST,POLYGON 277.224431508 0.490758818 277.224431508 0.492203262 277.22609268 0.492203262 277.22609268 0.490758818,mast:JWST/product/jw02151-c1007_t006_miri_ch1-shortmediumlong_s3d.jpg,mast:JWST/product/jw02151-c1007_t006_miri_ch1-shortmediumlong_s3d.fits,PUBLIC,False,,science,135731272,540912963
spectrum,3,JWST,jw01214-o002_s03804_nirspec_f170lp-g235h,WIDE2024,202.9216333,17.90017323,72450.51497,76968.27541,2668.314733,INFRARED,F170LP;G235H,1693.963294,4983.811911,,NIRSpec WIDE MOS Survey - COSMOS,60653.33959,NIRSPEC/MSA,"Luetzgendorf, Nora",1214,GTO,JWST,-999,CALJWST,POLYGON 150.111985078 2.405338244 150.112806855 2.405338244 150.112806855 2.405058202 150.111985078 2.405058202,mast:JWST/product/jw01214-o002_s03804_nirspec_f170lp-g235h_cal.jpg,mast:JWST/product/jw01214-o002_s03804_nirspec_f170lp-g235h_s2d.fits,EXCLUSIVE_ACCESS,False,,science,198539629,563581743
image,2,JWST,jw03990100001_02201_00010_nrcalong,UNKNOWN,111.7507173,-64.20453644,74063.42104,75407.83189,1754.676977,Infrared,F410M,3807.693909,4351.6291,,A NIRCam Pure-Parallel Imaging Survey of Galaxies Across the Universe,60348.55918,NIRCAM/IMAGE,"Morishita, Takahiro",3990,GO,JWST,-999,CALJWST,POLYGON 70.364838835 -46.0268962 70.412337977 -46.012136079 70.433638301 -46.044301103 70.386979244 -46.059734385,mast:JWST/product/jw03990100001_02201_00010_nrcalong_cal.jpg,mast:JWST/product/jw03990100001_02201_00010_nrcalong_cal.fits,PUBLIC,False,,science,210677135,407291695
image,2,JWST,jw02514137001_04201_00001_nrca4,UNKNOWN,24.77695402,-25.62481397,69311.78476,77780.54996,2812.225517,Infrared,F115W,1092.638478,1329.73522,,PANORAMIC -- A Pure Parallel Wide Area Legacy Imaging Survey at 1-5 Micron,60266.44164,NIRCAM/IMAGE,"Williams, Christina C",2514,GO,JWST,-999,CALJWST,POLYGON 24.45134447 -21.877690908 24.463922698 -21.86442562 24.478102228 -21.875926742 24.465745739 -21.889246004,mast:JWST/product/jw02514137001_04201_00001_nrca4_cal.jpg,mast:JWST/product/jw02514137001_04201_00001_nrca4_cal.fits,PUBLIC,False,,science,192285211,422046912
spectrum,-1,JWST,jw05893009006_xx108_00001_nircam,C3D-09_CWEBTILE-4-3,218.5429997,-2.935185947,,,404.8406111,INFRARED,F115W;F356W,975.6849623,3924.114807,,COSMOS-3D: A Legacy Spectroscopic/Imaging Survey of the Early Universe,,NIRCAM/GRISM,"Kakiichi, Koki",5893,GO,JWST,8,APT,POLYGON 149.84711354579 2.36776518075 149.88053472488 2.35494756776 149.84953631235 2.27161396164 149.81545567306 2.28243213702,,,PUBLIC,False,,science,212628111,451849599
spectrum,3,JWST,jw01671-o001_s37234_nirspec_f170lp-g235m,MUSE-DR2-MXDF-V2,105.7793647,-20.1167968,77531.18383,72432.44279,56762.07922,INFRARED,F170LP;G235M,1736.258393,5001.311804,,Emission line galaxies beyond the limits of the Hubble UDF: Physical conditions in ultra-faint star forming galaxies,60200.05575,NIRSPEC/MSA,"Maseda, Michael",1671,GO,JWST,-999,CALJWST,POLYGON 53.168192949 -27.736964713 53.169113431 -27.736964713 53.169113431 -27.737540347 53.168192949 -27.737540347,mast:JWST/product/jw01671-o001_s37234_nirspec_f170lp-g235m_cal.jpg,mast:JWST/product/jw01671-o001_s37234_nirspec_f170lp-g235m_s2d.fits,PUBLIC,False,,science,93541683,564018752
spectrum,3,JWST,jw01345-o071_s44864_nirspec_f290lp-g395m,CEERS-NIRSPEC-P10-MR-MSATA,303.833368,96.69249307,71763.2419,72788.91177,1452.08833,Infrared,F290LP;G395M,2855.765922,5131.330049,,The Cosmic Evolution Early Release Science (CEERS) Survey free,59935.67196,NIRSPEC/MSA,"Finkelstein, Steven L.",1345,ERS,JWST,-999,CALJWST,POLYGON 214.878083735 52.828172786 214.878511417 52.828172786 214.878511417 52.828170996 214.878083735 52.828170996,mast:JWST/product/jw01345-o071_s44864_nirspec_f290lp-g395m_cal.jpg,mast:JWST/product/jw01345-o071_s44864_nirspec_f290lp-g395m_s2d.fits,PUBLIC,False,,science,128928378,419820493
spectrum,3,JWST,jw01090-o001_s04949_niriss_f158m-gr150r,SMP-LMC-58,111.6576465,-128.3443212,76529.59347,77416.41599,146.6499079,INFRARED,GR150R;F158M,725.2881173,2257.337409,Calibration; Planetary nebulae; Wavelength,NIRISS GR150C/R Wavelength Calibration,59774.85417,NIRISS/WFSS,"Martel, Andre",1090,COM,JWST,-999,CALJWST,POLYGON 81.14060943 -70.10261127 81.03129007 -70.10242759 81.03249775 -70.06492517 81.14159545 -70.06513874 81.14060943 -70.10261127,mast:JWST/product/jw01090-o001_s04949_niriss_f158m-gr150r_cal.jpg,mast:JWST/product/jw01090-o001_s04949_niriss_f158m-gr150r_x1d.fits,PUBLIC,False,,science,217676960,563897490
spectrum,3,JWST,jw01207-o003_s00143_nirspec_f100lp-g140m,final_merged_23june2023,102.0485372,-52.53117815,71407.37233,67087.13991,10599.48573,INFRARED,F100LP;G140M,675.2113997,4972.153425,,MIRI in the Hubble Ultra-Deep Field,60530.4341,NIRSPEC/MSA,"Rieke, George",1207,GTO,JWST,-999,CALJWST,POLYGON 53.170499728 -27.820925836 53.170980258 -27.820925836 53.170980258 -27.821665031 53.170499728 -27.821665031,mast:JWST/product/jw01207-o003_s00143_nirspec_f100lp-g140m_cal.jpg,mast:JWST/product/jw01207-o003_s00143_nirspec_f100lp-g140m_s2d.fits,EXCLUSIVE_ACCESS,False,,science,163256640,532783401
spectrum,3,JWST,jw01085-o012_s02581_niriss_f115w-gr150r,NIRISS-FOCUS-FIELD,163.0932278,-109.2456055,69844.89486,69315.05061,320.8009795,INFRARED,GR150R;F115W,821.4962152,2155.238568,Calibration; Focus test,NIRISS CFM Focus Sweep,59779.60396,NIRISS/WFSS,"Martel, Andre",1085,COM,JWST,-999,CALJWST,POLYGON 82.85039811 -68.7971896 82.74752706 -68.79700594 82.74865736 -68.75950349 82.85133223 -68.75971708 82.85039811 -68.7971896,mast:JWST/product/jw01085-o012_s02581_niriss_f115w-gr150r_cal.jpg,mast:JWST/product/jw01085-o012_s02581_niriss_f115w-gr150r_x1d.fits,PUBLIC,False,,science,214655626,496683347
spectrum,3,JWST,jw01208-o008_s00115_niriss_f200w-gr150c,MACSJ1149+2223,293.7725729,34.42734437,73835.61583,68378.41289,1422.255877,INFRARED,GR150C;F200W,828.9128722,2333.783925,Clusters of Galaxies; Rich clusters,CANUCS: The CAnadian NIRISS Unbiased Cluster Survey,60443.78737,NIRISS/WFSS,"Willott, Chris J.",1208,GTO,JWST,-999,CALJWST,POLYGON 177.41928272 22.37940712 177.37904669 22.3795904 177.37944986 22.41709322 177.41968773 22.41687929 177.41928272 22.37940712,mast:JWST/product/jw01208-o008_s00115_niriss_f200w-gr150c_cal.jpg,mast:JWST/product/jw01208-o008_s00115_niriss_f200w-gr150c_x1d.fits,PUBLIC,False,,science,214420642,563625639
spectrum,3,JWST,jw01090-o001_s09327_niriss_f158m-gr150c,SMP-LMC-58,147.9533086,-83.88883969,73696.19883,68912.29705,151.1489054,INFRARED,GR150C;F158M,804.9495333,2249.520167,Calibration; Planetary nebulae; Wavelength,NIRISS GR150C/R Wavelength Calibration,59774.85417,NIRISS/WFSS,"Martel, Andre",1090,COM,JWST,-999,CALJWST,POLYGON 81.14060943 -70.10261127 81.03129007 -70.10242759 81.03249775 -70.06492517 81.14159545 -70.06513874 81.14060943 -70.10261127,mast:JWST/product/jw01090-o001_s09327_niriss_f158m-gr150c_cal.jpg,mast:JWST/product/jw01090-o001_s09327_niriss_f158m-gr150c_x1d.fits,PUBLIC,False,,science,217676528,563887370
